Count,Statename,Districtname,Subdistrictname,Blockname,Healthblockname,Healthfacilitytype,Facilityname,Nin,Functionality of Facilities
8545,Odisha,Ganjam,Brahmapur Sadar,Kukudakhandi,Kukudakhandi,Health Sub Centre,Kukudakhandi,7646373279,
8545,Odisha,Ganjam,Brahmapur Sadar,Kukudakhandi,Kukudakhandi,Health Sub Centre,Lathi,8141611254,
8545,Odisha,Ganjam,Brahmapur Sadar,Hinjilicut,Hinjilicut,Health Sub Centre,Makarajhola,2874356583,
8545,Odisha,Ganjam,Brahmapur Sadar,Kukudakhandi,Kukudakhandi,Health Sub Centre,Nimakhandi,4327586287,
8545,Odisha,Ganjam,Brahmapur Sadar,Rangeilunda,Rangeilunda,Health Sub Centre,PHULTA,3378226868,
8545,Odisha,Ganjam,Brahmapur Sadar,Sheragada,Seragada,Primary Health Centre,ALARIGADA,1111427660,
8545,Odisha,Ganjam,Brahmapur Sadar,Sanakhemundi,Sanakhemundi,Primary Health Centre,GOUTAMI,8432676362,
8545,Odisha,Ganjam,Brahmapur Sadar,Kukudakhandi,Kukudakhandi,Primary Health Centre,Hugulapata,1115586628,
8545,Odisha,Ganjam,Brahmapur Sadar,Kukudakhandi,Kukudakhandi,Primary Health Centre,Jagadalapur,3868623632,
8545,Odisha,Ganjam,Brahmapur Sadar,Kukudakhandi,Kukudakhandi,Primary Health Centre,Lathi,1115586560,
8545,Odisha,Ganjam,Brahmapur Sadar,Rangeilunda,Rangeilunda,UPHC,UPHC Goodshed Road,1115365585,
8545,Odisha,Ganjam,Buguda,Notmapped,Buguda,Community Health Centre,Buguda,7766666379,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,A Karadabadi,5784644220,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Antarapada,4365836859,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Balipadara,8255523113,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Belapur,7533876335,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Bhagabanpur,5787865566,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Bhamasiali,6512362168,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Biranchipur,3543334746,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,B Karadabadi,7778671326,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Buguda,1261228165,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Gholabandha,3544187283,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Golamundula,6522214169,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Golia,6177843817,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Kanakturu,1835121235,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Kanasuka,3735278461,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Karachuli,7737534540,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Karsingh,7676548329,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Manitara,7433146383,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Motabadi,8664286351,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Health Sub Centre,Ramagada,1482774245,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Primary Health Centre,Balipadara,3484276237,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Primary Health Centre,Karachuli,4771818632,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Primary Health Centre,Karadabadi,2574582843,
8545,Odisha,Ganjam,Buguda,Buguda,Buguda,Primary Health Centre,Manitara,6778821667,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Bhikaripalli,5764444260,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Chamakhandi,1167121282,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Chikolokhandi,4156525554,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Danei Barhampur,8176818543,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Govindapur,8758466521,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Kalipalli,3622321226,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Kanamana,1562551851,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Kerandi Tula Narayanpr,7174857669,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Narasinghapur,6566248388,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Narendrapur,7856767657,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Health Sub Centre,Tanganapalli,8358617820,
8545,Odisha,Ganjam,Chamakhandi,Chatrapur,Chhatrapur,Primary Health Centre,Narendrapur,8178645662,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Community Health Centre,Municipentho,4842143853,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Health Sub Centre,Badamadhabapur,5328334866,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Health Sub Centre,Bipuling,4711112278,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Health Sub Centre,Boulagaon,2485288233,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Health Sub Centre,Karatali,6776544188,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Health Sub Centre,Municipentho,4664572445,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Health Sub Centre,Nandapanda Palli,2841877620,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Health Sub Centre,Sundarapur,1872734585,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Primary Health Centre,Nolianuagaon,3547274823,
8545,Odisha,Ganjam,Chhatrapur,Chatrapur,Chhatrapur,Primary Health Centre,Sunderpur,7483641549,
8545,Odisha,Ganjam,Chhatrapur,Notmapped,Chhatrapur,Sub District Hospital,Chhatrapur,1343481873,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Community Health Centre,Dharakote,2842883254,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Baradaballi,6487518547,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Dharakote,6684237669,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Dhaugaon,6125645215,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Jagmohan,3357437858,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Jahada,7748272411,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Jhadabandha,3164512554,
8545,Odisha,Ganjam,Dharakote,Sheragada,Seragada,Health Sub Centre,KHAMARA,2186488413,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Kusurab,7578862562,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Mundamarai,7815336875,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Health Sub Centre,Reddy Damodarapalli,5266135226,
8545,Odisha,Ganjam,Dharakote,Aska,Aska,Health Sub Centre,Sahaspur,6348182855,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Primary Health Centre,Jagmohan,4857713822,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Primary Health Centre,Jahada,1111431837,
8545,Odisha,Ganjam,Dharakote,Dharakote,Dharakote,Primary Health Centre,Mandamarai,8646315872,
8545,Odisha,Ganjam,Dharakote,Patrapur,Patrapur,Primary Health Centre,Nuapentho,2222572527,
8545,Odisha,Ganjam,Dharakote,Chikiti,Chikiti,Primary Health Centre,SUMANDI,7826458627,
8545,Odisha,Ganjam,Digapahandi,Notmapped,Digapahandi,Community Health Centre,Digapahandi,7777826137,
8545,Odisha,Ganjam,Digapahandi,Sanakhemundi,Sanakhemundi,Health Sub Centre,AMBAGAON,8574175389,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Health Sub Centre,Anantei,4583472727,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Ankorada,8565717785,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Health Sub Centre,Balipada,7146745448,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Health Sub Centre,Banthapalli,2331623153,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Basudevpur,8135114158,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Bhismagiri,5625134217,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,B Turubudi,8573328450,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Chaitanyapur,8813252882,
8545,Odisha,Ganjam,Digapahandi,Sanakhemundi,Sanakhemundi,Health Sub Centre,CHHANAMERI,5165315457,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Health Sub Centre,Dengapadar,6643357863,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Digapahandi I,4885746216,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Digapahandi-II,5856835771,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Gokornpur,3546585849,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Gopinathpur,3671586489,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Health Sub Centre,Kankia,3313241121,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Kusapada,4315447443,
8545,Odisha,Ganjam,Digapahandi,Sanakhemundi,Sanakhemundi,Health Sub Centre,MAHANALA A,3667727287,
8545,Odisha,Ganjam,Digapahandi,Sanakhemundi,Sanakhemundi,Health Sub Centre,MAULABHANJA,3467777250,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Health Sub Centre,Mohuda,5774745458,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Odasingi,5467383575,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Padmanavpur,8664783217,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Phasiguda,6544186742,
8545,Odisha,Ganjam,Digapahandi,Sanakhemundi,Sanakhemundi,Health Sub Centre,SAHASPUR,8523115221,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Health Sub Centre,Sarkat,8174686173,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Health Sub Centre,Sidheswar,3616867770,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Primary Health Centre,Balipada,7763818650,
8545,Odisha,Ganjam,Digapahandi,Kukudakhandi,Kukudakhandi,Primary Health Centre,Banthapalli,4468717352,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Primary Health Centre,Bhismagiri,4443721834,
8545,Odisha,Ganjam,Digapahandi,Sanakhemundi,Sanakhemundi,Primary Health Centre,DENGAOSTA,2827756749,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Primary Health Centre,Jharipadar,4354873178,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Primary Health Centre,Padmanavpur,7771333742,
8545,Odisha,Ganjam,Digapahandi,Sanakhemundi,Sanakhemundi,Primary Health Centre,SAHASPUR,6231223162,
8545,Odisha,Ganjam,Digapahandi,Digapahandi,Digapahandi,Primary Health Centre,Sidheswar,4586575740,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Community Health Centre,Gobara,4454682727,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Badaborasingi,3178852475,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Banka,6848572621,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Barapalli,4127673780,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Bori,7174644364,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Gangapur,3552484473,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Gobara,2778457537,
8545,Odisha,Ganjam,Gangapur,Aska,Aska,Health Sub Centre,Khukundia,3243485582,
8545,Odisha,Ganjam,Gangapur,Surada,Sorada,Health Sub Centre,KULANGI,7143548738,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Lunipada,8831646248,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Mangalapur,6614344742,
8545,Odisha,Ganjam,Gangapur,Aska,Aska,Health Sub Centre,Munigadi,3523316218,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Nettanga,7423343438,
8545,Odisha,Ganjam,Gangapur,Aska,Aska,Health Sub Centre,Nimina,1537521534,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Pailipada,4782248225,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Health Sub Centre,Palakasanda,8571328445,
8545,Odisha,Ganjam,Gangapur,Dharakote,Dharakote,Health Sub Centre,Singipur,2742344464,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Primary Health Centre,Banaka,4146443280,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Primary Health Centre,Gangapur,3257837280,
8545,Odisha,Ganjam,Gangapur,Bellaguntha,Belaguntha,Primary Health Centre,Pailipada,5687655877,
8545,Odisha,Ganjam,Ganjam,Aska,Aska,Health Sub Centre,Alipur,2766777755,
8545,Odisha,Ganjam,Ganjam,Ganjam,Ganjam,Health Sub Centre,Ganjam,2346731884,
8545,Odisha,Ganjam,Ganjam,Ganjam,Ganjam,Health Sub Centre,Kainchapur,4182767345,
8545,Odisha,Ganjam,Ganjam,Ganjam,Ganjam,Health Sub Centre,Karapada,8686726236,
8545,Odisha,Ganjam,Ganjam,Ganjam,Ganjam,Health Sub Centre,Kushapalli,5845753770,
8545,Odisha,Ganjam,Ganjam,Ganjam,Ganjam,Health Sub Centre,Pallibandha,8676118832,
8545,Odisha,Ganjam,Ganjam,Ganjam,Ganjam,Health Sub Centre,Pallur,7372881818,
8545,Odisha,Ganjam,Ganjam,Chatrapur,Chhatrapur,Health Sub Centre,Podapadar,4732378411,
8545,Odisha,Ganjam,Ganjam,Ganjam,Ganjam,Health Sub Centre,Rambha,6488357135,
8545,Odisha,Ganjam,Ganjam,Notmapped,Ganjam,Primary Health Centre,Ganjam,1561266238,
8545,Odisha,Ganjam,Ganjam,Notmapped,Ganjam,Primary Health Centre,Rambha,6266513511,
8545,Odisha,Ganjam,Ganjam,Ganjam,Ganjam,Primary Health Centre,U S D Pur,2132582129,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Community Health Centre,Girisola,6266887568,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Community Health Centre,Keluapalli,1438343343,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,AMBAPUA,4784851174,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,BISWANATHPUR,7868357521,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,CHIKRADA,8585816823,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Health Sub Centre,Girisola,8871261874,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,GOLANTHARA,8655658386,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Health Sub Centre,Govinda Nagar,6815586844,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Health Sub Centre,Govindapur,8236818368,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Health Sub Centre,Jagannathpur,2734324474,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,JHADANKULI,8273564438,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,KANISI,4122884580,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Health Sub Centre,Katturu,8666422475,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,KELUAPALLI,7822672833,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,KOLATHIGAM,6842718576,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,MAJHIGAM,5856814479,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,MANTRIDI,3166512149,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,MENDARAJPUR,6386886151,
8545,Odisha,Ganjam,Golanthara,Hinjilicut,Hinjilicut,Health Sub Centre,Ralab,1567145212,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,RANGIPUR,6161517534,
8545,Odisha,Ganjam,Golanthara,Kukudakhandi,Kukudakhandi,Health Sub Centre,Sihala,4187672672,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Health Sub Centre,Subani,6145885866,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Health Sub Centre,SUNADEI,5821552139,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Health Sub Centre,Sunapur,5818584335,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Health Sub Centre,Suralo,4228537868,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Primary Health Centre,MANTRIDI,7547647714,
8545,Odisha,Ganjam,Golanthara,Chikiti,Chikiti,Primary Health Centre,Sorala,2372383865,
8545,Odisha,Ganjam,Golanthara,Rangeilunda,Rangeilunda,Primary Health Centre,SUNADEI,2873668350,
8545,Odisha,Ganjam,Gopalpur,Rangeilunda,Rangeilunda,Health Sub Centre,BADAKUSASTHALI,7881467166,
8545,Odisha,Ganjam,Gopalpur,Rangeilunda,Rangeilunda,Health Sub Centre,BAXIPALLI,1657588388,
8545,Odisha,Ganjam,Gopalpur,Rangeilunda,Rangeilunda,Health Sub Centre,DURA,4154688420,
8545,Odisha,Ganjam,Gopalpur,Rangeilunda,Rangeilunda,Health Sub Centre,GHOLABANDHA,6254578740,
8545,Odisha,Ganjam,Gopalpur,Rangeilunda,Rangeilunda,Health Sub Centre,GOUNJU,1156186130,
8545,Odisha,Ganjam,Gopalpur,Rangeilunda,Rangeilunda,Health Sub Centre,KORAPALLI,5121655343,
8545,Odisha,Ganjam,Gopalpur,Rangeilunda,Rangeilunda,Health Sub Centre,RANGEILUNDA,3844361679,
8545,Odisha,Ganjam,Gopalpur,Notmapped,Rangeilunda,Primary Health Centre,Gopalpur,6447473221,
8545,Odisha,Ganjam,Hinjili,Sanakhemundi,Sanakhemundi,Community Health Centre,Adapada,2135355713,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Community Health Centre,Bellagam,2578641843,
8545,Odisha,Ganjam,Hinjili,Sanakhemundi,Sanakhemundi,Health Sub Centre,ADAPADA,8761783359,
8545,Odisha,Ganjam,Hinjili,Purushottampur,Purusottampur,Health Sub Centre,ANTARIGAON,5725858384,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Badakhandi,5448447150,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Bellagam,2438724664,
8545,Odisha,Ganjam,Hinjili,Sheragada,Seragada,Health Sub Centre,BRAHMANCHAI,4878711185,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Burupada,5647742674,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Chanduli,8583821858,
8545,Odisha,Ganjam,Hinjili,Sanakhemundi,Sanakhemundi,Health Sub Centre,DENGAOSTA,3232526123,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Durbandha,5133138114,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Gandala,4454373368,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Kanchuru,5238873458,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Kharida,5458485546,
8545,Odisha,Ganjam,Hinjili,Purushottampur,Purusottampur,Health Sub Centre,KOLIDASPUR,5488725812,
8545,Odisha,Ganjam,Hinjili,Sanakhemundi,Sanakhemundi,Health Sub Centre,MAHANALA B,6445174441,
8545,Odisha,Ganjam,Hinjili,Sheragada,Seragada,Health Sub Centre,PITALA,7142385785,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Podingi,4425647585,
8545,Odisha,Ganjam,Hinjili,Sheragada,Seragada,Health Sub Centre,RAMACHNDRAPUR,7441288565,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Sapupalli,4323848319,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Saru,8586418561,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Sasan Ambagaon,8762765827,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Health Sub Centre,Sikiri,2862867427,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Primary Health Centre,J Dayanidhipur,1787138765,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Primary Health Centre,Kanchuru,7117671110,
8545,Odisha,Ganjam,Hinjili,Sheragada,Seragada,Primary Health Centre,PITALA,7611113270,
8545,Odisha,Ganjam,Hinjili,Hinjilicut,Hinjilicut,Primary Health Centre,Saru,1111427751,
8545,Odisha,Ganjam,Hinjili,Notmapped,Hinjilicut,Sub District Hospital,Hinjilicut,6387745356,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Community Health Centre,Jaganath Prasad,4626832861,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Alasu,2477323741,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Bijaya Dhanurjayapur,7355788568,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Budurungu,2524312317,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Chamunda,1864428667,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Gochhabadi,1717865883,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Jaganath Prasad,2445338284,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Jahdabhumi,3355833488,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Kadapada,5175526614,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Kadua,8527732831,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Khamarapalli,6876314854,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Mashabadi,6663575881,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Panchabhuti,1466228887,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Rauti,4471831745,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Samarabandha,5348368530,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Health Sub Centre,Sarangapatta,5174525120,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Primary Health Centre,Alasu,4718387162,
8545,Odisha,Ganjam,Jagannath Prasad,Jagannathprasad,Jaganathprasad,Primary Health Centre,Chhamunda,4668433537,
8545,Odisha,Ganjam,Jarada,Notmapped,Chikiti,Community Health Centre,Chikiti,4857471421,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Community Health Centre,Patrapur,5834685363,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Ankuli,3217621311,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Badapur,4427816857,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Baranga,3134874720,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Bhimpur,4744821457,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Brahman Nuagam,2187737370,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Burtal,4376337244,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Gudipadar,5274827285,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Gundra,2612126637,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Jarada,1883873166,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Jayantipur,3442726380,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Kelua,7537683364,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Kesaripada,6618783366,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Khambarigam,8436385655,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Kharanipada,7157784245,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Khariaguda,5562117530,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Mandarada,3217378771,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Padadigi,6517124126,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Patrapur,5824434335,
8545,Odisha,Ganjam,Jarada,Patrapur,Patrapur,Health Sub Centre,Sunakhala,4526125226,
